file,path,heuristic,status,runtime_sec,decisions,conflicts,learned_clauses,propagations
flat50-128.cnf,C:\Users\Alkizar\Downloads\flat50-115\flat50-128.cnf,vsids,SAT,1.314603,28,14,14,786
flat50-129.cnf,C:\Users\Alkizar\Downloads\flat50-115\flat50-129.cnf,baseline,SAT,1.623185,55,24,24,1403
flat50-129.cnf,C:\Users\Alkizar\Downloads\flat50-115\flat50-129.cnf,vsids,SAT,0.622823,14,2,2,241
flat50-13.cnf,C:\Users\Alkizar\Downloads\flat50-115\flat50-13.cnf,baseline,SAT,2.702537,72,41,41,2413
flat50-13.cnf,C:\Users\Alkizar\Downloads\flat50-115\flat50-13.cnf,vsids,SAT,0.465389,14,0,0,136
flat50-130.cnf,C:\Users\Alkizar\Downloads\flat50-115\flat50-130.cnf,baseline,SAT,2.869793,80,43,43,2398
flat50-130.cnf,C:\Users\Alkizar\Downloads\flat50-115\flat50-130.cnf,vsids,SAT,3.256971,79,43,43,2395
flat50-131.cnf,C:\Users\Alkizar\Downloads\flat50-115\flat50-131.cnf,baseline,SAT,0.629605,17,0,0,133
flat50-131.cnf,C:\Users\Alkizar\Downloads\flat50-115\flat50-131.cnf,vsids,SAT,0.520104,15,1,1,168
flat50-132.cnf,C:\Users\Alkizar\Downloads\flat50-115\flat50-132.cnf,baseline,SAT,1.486848,59,20,20,943
flat50-132.cnf,C:\Users\Alkizar\Downloads\flat50-115\flat50-132.cnf,vsids,SAT,0.753175,19,4,4,278
flat50-133.cnf,C:\Users\Alkizar\Downloads\flat50-115\flat50-133.cnf,baseline,SAT,0.976579,42,11,11,787
flat50-133.cnf,C:\Users\Alkizar\Downloads\flat50-115\flat50-133.cnf,vsids,SAT,0.745441,18,4,4,429
flat50-134.cnf,C:\Users\Alkizar\Downloads\flat50-115\flat50-134.cnf,baseline,SAT,1.118387,30,10,10,559
flat50-134.cnf,C:\Users\Alkizar\Downloads\flat50-115\flat50-134.cnf,vsids,SAT,1.229229,33,14,14,917
flat50-135.cnf,C:\Users\Alkizar\Downloads\flat50-115\flat50-135.cnf,baseline,SAT,2.111571,62,29,29,1763
flat50-135.cnf,C:\Users\Alkizar\Downloads\flat50-115\flat50-135.cnf,vsids,SAT,1.240797,29,15,15,927
flat50-136.cnf,C:\Users\Alkizar\Downloads\flat50-115\flat50-136.cnf,baseline,SAT,0.716357,16,2,2,202
flat50-136.cnf,C:\Users\Alkizar\Downloads\flat50-115\flat50-136.cnf,vsids,SAT,0.37719,13,0,0,137
flat50-137.cnf,C:\Users\Alkizar\Downloads\flat50-115\flat50-137.cnf,baseline,SAT,0.565811,16,4,4,297
flat50-137.cnf,C:\Users\Alkizar\Downloads\flat50-115\flat50-137.cnf,vsids,SAT,2.040421,53,25,25,1481
flat50-138.cnf,C:\Users\Alkizar\Downloads\flat50-115\flat50-138.cnf,baseline,SAT,2.127162,70,31,31,1678
flat50-138.cnf,C:\Users\Alkizar\Downloads\flat50-115\flat50-138.cnf,vsids,SAT,1.857729,52,24,24,1243
flat50-139.cnf,C:\Users\Alkizar\Downloads\flat50-115\flat50-139.cnf,baseline,SAT,1.880459,68,28,28,1561
flat50-139.cnf,C:\Users\Alkizar\Downloads\flat50-115\flat50-139.cnf,vsids,SAT,0.784431,19,1,1,199
flat50-14.cnf,C:\Users\Alkizar\Downloads\flat50-115\flat50-14.cnf,baseline,SAT,1.594117,68,30,30,1578
